Data;Ora;ARIMA;UCM;ML
2020-10-05;5;2240585.683767293;2278208.40262669;1171082.8662842289
2020-10-05;6;2311854.6142804665;2412062.51601705;1375093.6900053718
2020-10-05;7;2481837.321364864;2684205.1053750184;1831368.701037896
2020-10-05;8;2817333.591518966;3082001.399388776;2440060.8574814266
2020-10-05;9;3342310.5335218133;3691955.4785281;2991382.556727692
2020-10-05;10;3553905.253101756;3915859.865804915;3294646.5349718845
2020-10-05;11;3599400.626039555;3979534.2898988896;3299747.117912879
2020-10-05;12;3654355.828377962;4035122.261317173;3112980.854879306
2020-10-05;13;3585154.9022208443;3886284.38607276;2905825.732086694
2020-10-05;14;3502171.471539056;3734847.3820364457;2804757.179273184
2020-10-05;15;3570062.6559159;3766716.864277778;2850023.206032608
2020-10-05;16;3630246.943676919;3768659.456292002;3030722.84771024
2020-10-05;17;3781418.732481416;3848245.9787468263;3329366.133560164
2020-10-05;18;3978614.587817495;3957979.998716408;3715457.755946981
2020-10-05;19;4266212.3073267415;4186410.2841202873;4101514.5740255625
2020-10-05;20;4392009.439622603;4287521.05533883;4332333.587874813
2020-10-05;21;4508528.017155978;4378769.914571099;4253332.092782782
2020-10-05;22;4191367.3351951432;3920082.7228099057;3818550.164140146
2020-10-05;23;3736188.7830117233;3410804.8364583137;3142629.060260488
2020-10-05;24;3243999.2095640986;2891299.2964174347;2438337.3733597887
2020-10-06;1;2802025.749375063;2402850.8969289893;1882886.8911403983
2020-10-06;2;2521841.309459358;2095050.477539864;1524634.2830008978
2020-10-06;3;2372839.454301382;1951992.640371844;1306819.9585544197
2020-10-06;4;2297632.470692636;1910123.8710495376;1176324.8137259516
2020-10-06;5;2269862.1382586043;1934646.9935655268;1166314.895769492
2020-10-06;6;2318971.547899639;2042241.3651560368;1369096.6643802973
2020-10-06;7;2468840.4030474387;2305921.854561262;1824125.8454082352
2020-10-06;8;2784035.602021477;2712596.4846518803;2431557.484961761
2020-10-06;9;3286643.497613008;3347717.898955645;2981606.0912910043
2020-10-06;10;3483617.122110921;3611494.362574629;3283586.5306703583
2020-10-06;11;3522876.907393827;3727708.59651757;3287395.274404358
2020-10-06;12;3576830.215558067;3846109.2754346407;3099331.029261215
2020-10-06;13;3514212.852654755;3767709.780841544;2890873.946925817
2020-10-06;14;3442086.0875511034;3691548.52126028;2788501.627011644
2020-10-06;15;3521781.475060159;3800714.120901269;2832464.2495487668
2020-10-06;16;3597166.493507445;3879236.3687341698;3011863.0172178773
2020-10-06;17;3765691.522100922;4032130.315423732;3309210.1197060547
2020-10-06;18;3982960.708118817;4209613.920738994;3694012.3991660457
2020-10-06;19;4293510.061051258;4498294.556177716;4078788.850348745
2020-10-06;20;4442626.733299037;4650615.778843529;4308338.590871702
2020-10-06;21;4581805.708617222;4782932.63104044;4228081.011945531
2020-10-06;22;4276828.793442937;4354524.004041298;3792058.259720456
2020-10-06;23;3825009.8619516985;3864541.644138728;3114913.634420472
2020-10-06;24;3329247.050853782;3353587.4190911143;2409417.7378855227
2020-10-07;1;2879988.278127661;2863579.580130234;1852784.3318517816
2020-10-07;2;2593385.5199853554;2545084.843066137;1493372.0205240988
2020-10-07;3;2439097.266399342;2383452.505168736;1274423.1058511017
2020-10-07;4;2358596.5246609338;2316590.966655348;1142820.3305426748
2020-10-07;5;2324992.2834936874;2311296.1828358774;1131731.5397312616
2020-10-07;6;2368385.413176997;2385895.07949414;1333464.9391493143
2020-10-07;7;2512647.4953539227;2615030.4621085883;1787477.9457303302
2020-10-07;8;2822350.246112005;2987150.490401895;2393927.2389334347
2020-10-07;9;3318006.837132848;3589100.63385628;2943028.8998051696
2020-10-07;10;3501968.453582402;3822286.028515073;3244099.3041785327
2020-10-07;11;3526810.2161499835;3911454.116235221;3247036.36710864
2020-10-07;12;3567015.505068094;4007063.302886431;3058140.170840067
2020-10-07;13;3492554.987334345;3910572.4452845887;2848892.171951964
2020-10-07;14;3411067.1458052406;3821205.028310389;2745771.202131258
2020-10-07;15;3482382.7407354456;3921990.269465672;2789028.598582113
2020-10-07;16;3551788.619501909;3996680.4456784967;2967766.6442918847
2020-10-07;17;3715793.801387527;4149829.805285724;3264498.53059341
2020-10-07;18;3930859.192878918;4331053.138245159;3648732.0209134766
2020-10-07;19;4241455.347823503;4626256.807820316;4032986.9493306368
2020-10-07;20;4396303.482755543;4787131.122825948;4262063.189494953
2020-10-07;21;4544851.309299159;4929269.865297609;4181380.8040731065
2020-10-07;22;4254845.141086808;4511223.292157653;3744982.524908025
2020-10-07;23;3818226.408139757;4031482.294743435;3067512.151317544
2020-10-07;24;3335556.65259397;3530083.8501894083;2361740.696752051
2020-10-08;1;2896445.1868662923;3048497.485119383;1804882.246263388
2020-10-08;2;2618089.6839356096;2736969.0616559885;1445295.6388141708
2020-10-08;3;2471225.7087098216;2580658.0935195037;1226223.3221147226
2020-10-08;4;2397518.8066805853;2517409.432575966;1094548.0952700295
2020-10-08;5;2370045.402824107;2514069.754213827;1083437.7705822894
2020-10-08;6;2419730.906372594;2589113.135628035;1285200.4316891455
2020-10-08;7;2571225.2321829856;2817403.7892581457;1739293.284545352
2020-10-08;8;2890687.9918118464;3187660.7236325704;2345872.709041864
2020-10-08;9;3398786.3223113464;3787024.0100635104;2895154.398675186
2020-10-08;10;3585005.405322589;4017192.2933853273;3196454.254363375
2020-10-08;11;3605613.483909933;4103182.999961476;3199669.6299268664
2020-10-08;12;3639459.117307021;4195682.316485194;3011099.9608743405
2020-10-08;13;3554380.1547759087;4096320.778598949;2802225.9728169823
2020-10-08;14;3461009.673613289;4004428.999721755;2699525.6834581275
2020-10-08;15;3521613.672451663;4103076.056322935;2743249.534499606
2020-10-08;16;3579228.978785983;4175989.707961483;2922498.833452986
2020-10-08;17;3731324.28309854;4327643.321545743;3219785.717918054
2020-10-08;18;3933942.396435799;4507526.743461676;3604616.821181417
2020-10-08;19;4231662.302291781;4801392.81835884;3989510.7727810554
2020-10-08;20;4374491.794362827;4960767.131054377;4219266.169475247
2020-10-08;21;4512802.277816798;5101085.373778073;4139301.7269456666
2020-10-08;22;4218762.093508525;4680763.228803268;3703658.762335388
2020-10-08;23;3783199.356741347;4198195.10036984;3026979.594956135
2020-10-08;24;3305250.7078391346;3693370.647658385;2322033.6955449674
2020-10-09;1;2872689.862854746;3207767.903323888;1766033.5464005987
2020-10-09;2;2600973.8941043224;2891698.661201123;1407336.3265117677
2020-10-09;3;2460990.218847384;2730442.0682869363;1189182.7692240204
2020-10-09;4;2394895.73409264;2662007.3647902897;1058453.9078797093
2020-10-09;5;2375962.844495574;2653436.679263674;1048315.740691756
2020-10-09;6;2435445.9291877397;2723413.0024486585;1251074.4920042334
2020-10-09;7;2598839.558238558;2947002.5361050973;1706185.466489675
2020-10-09;8;2934205.397101018;3313097.561461083;2313803.1040522624
2020-10-09;9;3464204.1639342024;3908961.034374935;2864141.122849023
2020-10-09;10;3667897.987624076;4136344.136837513;3166513.4165948173
2020-10-09;11;3701099.8026766353;4220229.792746717;3170815.303319423
2020-10-09;12;3745525.013282429;4311170.639637993;2983344.1578528564
2020-10-09;13;3664336.112320424;4210558.48272935;2775578.6236763974
2020-10-09;14;3570777.129711992;4117380.6350626815;2673994.6185758985
2020-10-09;15;3632095.566412738;4214266.152557432;2718840.4701029425
2020-10-09;16;3686009.5171703086;4284421.207676914;2899215.36105723
2020-10-09;17;3832319.5394367706;4431738.086636273;3197629.297417386
2020-10-09;18;4024760.7822932582;4605094.22223764;3583586.777623872
2020-10-09;19;4307609.244236602;4889631.711492357;3969604.296697361
2020-10-09;20;4425892.823886053;5036303.280941323;4200478.321103609
2020-10-09;21;4533701.922371373;5160047.2014093455;4121625.44390088
2020-10-09;22;4205089.714704565;4718893.950975382;3687084.870993519
2020-10-09;23;3739041.105800033;4210998.788572085;3011496.825555288
2020-10-09;24;3237651.6614220366;3676287.057483012;2307628.7006281363
2020-10-10;1;2788345.9054475795;3156369.0313643897;1752690.9232386178
2020-10-10;2;2501675.0308957454;2801898.2925192704;1395038.6426187842
2020-10-10;3;2346088.284706856;2598708.2682771976;1177910.5916039674
2020-10-10;4;2263904.4764852705;2485567.0344136124;1048185.8356345404
2020-10-10;5;2228611.550641416;2430460.9996791827;1039028.4410130404
2020-10-10;6;2268622.506591261;2453172.8849884183;1242742.7394350716
2020-10-10;7;2406498.2703077053;2629984.0776618626;1698782.1854795236
2020-10-10;8;2703992.380194225;2951068.9638993423;2307299.4146572948
2020-10-10;9;3180905.513357324;3504984.42865354;2858506.389509938
2020-10-10;10;3360003.353094749;3694728.177870902;3161715.2999348324
2020-10-10;11;3386665.7479273;3746421.653218162;3166819.8148555225
2020-10-10;12;3427677.2765086065;3811589.002170835;2980115.717530912
2020-10-10;13;3357528.7673432305;3692372.1666874583;2773080.1201105653
2020-10-10;14;3279172.791099566;3588240.444855883;2672187.4719236544
2020-10-10;15;3345873.284473452;3682000.245647121;2717684.6974533065
2020-10-10;16;3408428.487107997;3756706.6061572023;2898669.644230967
2020-10-10;17;3558865.7399529414;3915762.764241047;3197651.0530209024
2020-10-10;18;3754518.766128821;4107225.3782071047;3584132.2292708587
2020-10-10;19;4036729.942569087;4415106.310804706;3970628.549388309
2020-10-10;20;4165737.39867583;4588956.646383612;4201935.437291121
2020-10-10;21;4284182.664117061;4742094.372213088;4123468.521558229
2020-10-10;22;3987096.368267992;4330776.698385453;3689266.123267412
2020-10-10;23;3554494.928443903;3851308.6614937615;3013967.661849966
2020-10-10;24;3083154.364763002;3341771.717682659;2310339.8093312485
2020-10-11;1;2657228.236628584;2842025.5559262554;1755592.3552781537
2020-10-11;2;2383288.746912547;2501153.2262351946;1398079.8965529988
2020-10-11;3;2232014.62052506;2303680.174894047;1181040.69940906
2020-10-11;4;2148713.2452845327;2187403.309445177;1051353.4494272918
2020-10-11;5;2108244.722101268;2119736.95811222;1042181.920330024
2020-10-11;6;2137328.167072579;2120337.808014393;1245830.239205432
2020-10-11;7;2256567.911207019;2265836.161999797;1701751.7441548852
2020-10-11;8;2522581.00879938;2547239.110530066;2310099.042844678
2020-10-11;9;2951852.0568855456;3054407.649360632;2861084.158451519
2020-10-11;10;3101910.2766257343;3192081.16558634;3164019.42998892
2020-10-11;11;3111496.540382396;3188505.792260308;3168798.7638638164
2020-10-11;12;3136089.1175808297;3197639.7796732103;2981718.2686902266
2020-10-11;13;3061990.475112756;3024278.535118599;2774255.4694587085
2020-10-11;14;2984433.943425496;2870661.082979213;2672885.315087124
2020-10-11;15;3043281.5331221176;2922367.737806069;2717855.31564437
2020-10-11;16;3103362.21011134;2965115.139923725;2898263.989293048
2020-10-11;17;3249509.972625679;3104739.840225548;3196620.831430596
2020-10-11;18;3444467.326852768;3291393.021168724;3582429.984905581
2020-10-11;19;3728386.409248409;3610742.147569207;3968207.744919126
2020-10-11;20;3881257.079758868;3813469.7544044126;4198750.534154898
2020-10-11;21;4034431.551497625;4013434.7953957473;4119475.058280831
2020-10-11;22;3801918.7893549576;3666800.787761525;3684420.792063816
2020-10-11;23;3437813.517515269;3269124.771224055;3008228.3833255763
2020-10-11;24;3028936.494145208;2857092.152966285;2303665.805256683
2020-10-12;1;2654795.919370039;2468550.9533404084;1807590.156856209
2020-10-12;2;2423650.771839416;2250014.7207633588;1449065.5999422509
2020-10-12;3;2311626.392937578;2182962.7923989454;1230977.8447398648
2020-10-12;4;2266754.453921528;2201771.0881644897;1100207.146806714
2020-10-12;5;2264991.973563099;2270176.463327861;1089918.9110487227
2020-10-12;6;2337143.34629271;2404032.116840281;1292418.9541936328
2020-10-12;7;2509099.2604361107;2676176.251023588;1747162.3598544695
2020-10-12;8;2848409.887694427;3073974.094565165;2354303.5340852663
2020-10-12;9;3379330.50272641;3683929.7279339954;2904056.348628401
2020-10-12;10;3593431.3733522124;3907835.6741412072;3205735.0382148097
2020-10-12;11;3639597.1505600326;3971511.661865664;3209235.4489863585
2020-10-12;12;3695332.821722176;4027101.201613714;3020855.670342418
2020-10-12;13;3625519.363634645;3878264.899397545;2812075.2458234904
2020-10-12;14;3541761.128655703;3726829.4730871473;2709371.177526648
2020-10-12;15;3610582.1916116592;3758700.537751253;2752993.0600177525
2020-10-12;16;3671614.545235052;3760644.716884298;2932041.5239331354
2020-10-12;17;3824680.656654637;3840232.8311531753;3229028.2018066365
2020-10-12;18;4024313.0120979818;3949968.447631222;3613459.3948677178
2020-10-12;19;4315407.378242942;4178400.33423716;3997853.574482229
2020-10-12;20;4442853.90796285;4279512.711350531;4227009.35392564
2020-10-12;21;4560925.22597457;4370763.181169576;4146345.640388052
2020-10-12;22;4240267.882764635;3912077.6046862775;3709904.1175593184
2020-10-12;23;3779947.358723556;3402801.338302865;3032327.646231253
2020-10-12;24;3282139.43793771;2883297.4229196226;2326386.4130310053
2020-10-13;1;2835095.7906150427;2394850.652777436;1709647.852191699
2020-10-13;2;2551717.992501075;2087051.8674223544;1349762.0801019687
2020-10-13;3;2401057.504388784;1943995.668975322;1130325.1259885996
2020-10-13;4;2325059.280623664;1902128.5430601053;998219.4263790948
2020-10-13;5;2297059.228541866;1926653.3136684431;986612.5505251596
2020-10-13;6;2346860.92424534;2034249.338035714;1187812.4595164647
2020-10-13;7;2498642.654494876;2297931.484901263;1641276.3580737717
2020-10-13;8;2817767.116011818;2704607.7771349163;2247160.7467924263
2020-10-13;9;3326611.3684796;3339730.8582635717;2795681.5622156835
2020-10-13;10;3526135.690070193;3603508.993388449;3096155.0710156583
2020-10-13;11;3566031.594172867;3719724.903517424;3098479.115278124
2020-10-13;12;3620804.993998132;3838127.26329981;2908953.7413485656
2020-10-13;13;3557574.0069237803;3759729.4542504456;2699060.407782983
2020-10-13;14;3484710.126069569;3683569.884890468;2595277.986878073
2020-10-13;15;3565548.606330625;3792737.1794294217;2637857.895790297
2020-10-13;16;3642029.853152356;3871261.1268361034;2815902.5374604743
2020-10-13;17;3812823.3618246857;4024156.777774384;3111925.2637832453
2020-10-13;18;4032987.994429104;4201642.09201243;3495434.039912732
2020-10-13;19;4347627.546196645;4490324.441047118;3878948.943317716
2020-10-13;20;4498819.721004983;4642647.381981202;4107270.133148662
2020-10-13;21;4639960.991461954;4774965.957117809;4025818.000059497
2020-10-13;22;4331301.33684433;4346559.057728901;3588635.646737796
2020-10-13;23;3873895.89106252;3856578.430106214;2910367.286425545
2020-10-13;24;3371943.112802871;3345625.9420072394;2203784.389771481
2020-10-14;1;2917049.124855705;2855619.844662869;1646101.5426826917
2020-10-14;2;2626871.868726868;2537126.853882254;1285678.1283021956
2020-10-14;3;2470698.152032259;2375496.266934412;1065757.1822790704
2020-10-14;4;2389257.543367105;2308636.484035755;933222.1352340914
2020-10-14;5;2355317.970626589;2303343.460495293;921241.4744370482
2020-10-14;6;2399380.3805592093;2377944.122095931;1122124.0019091875
2020-10-14;7;2545639.868195257;2607081.2743152203;1575327.6850328103
2020-10-14;8;2859531.979203476;2979203.0768749183;2181009.7080423594
2020-10-14;9;3361862.565796743;3581154.99925634;2729386.6114072683
2020-10-14;10;3548407.7102898024;3814342.177501896;3029775.185063849
2020-10-14;11;3573731.812860319;3903512.0534676206;3032073.713556394
2020-10-14;12;3614626.480651889;3999123.033022299;2842582.604345026
2020-10-14;13;3539323.170498477;3902633.972980897;2632783.595538329
2020-10-14;14;3456891.514643697;3813268.3582231887;2529155.757341505
2020-10-14;15;3529315.442722552;3914055.4062500815;2571950.6232048413
2020-10-14;16;3599809.8072075797;3988747.393988714;2750270.630921942
2020-10-14;17;3766192.353422905;4141898.569775012;3046629.0860594204
2020-10-14;18;3984343.772428128;4323123.723565848;3430533.826706848
2020-10-14;19;4299348.162068591;4618329.218623801;3814504.7230743375
2020-10-14;20;4456498.445252224;4779205.363762684;4043341.647543592
2020-10-14;21;4607274.933654184;4921345.941017117;3962464.625259628
2020-10-14;22;4313467.597490186;4503301.207308508;3525916.3156075254
2020-10-14;23;3870996.4037070377;4023562.0539732617;2848340.4117654595
2020-10-14;24;3381798.2725249147;3522165.45814489;2142507.788761384
2020-10-15;1;2936722.790098907;3040580.946446253;1585632.362366853
2020-10-15;2;2654607.996145647;2729054.380999028;1226072.772887586
2020-10-15;3;2505800.5970609933;2572745.275522536;1007071.241529632
2020-10-15;4;2431164.303806855;2509498.48188186;875510.3146275519
2020-10-15;5;2403405.9020963404;2506160.675464493;864557.5270516616
2020-10-15;6;2453893.3026838163;2581205.933464418;1066520.6620113498
2020-10-15;7;2607635.2776168576;2809498.4683202337;1520856.6037199334
2020-10-15;8;2931743.994476452;3179757.2885593744;2127721.390735521
2020-10-15;9;3447202.2420208785;3779122.4654930807;2677330.357367526
2020-10-15;10;3636225.1710514026;4009292.643954744;2978999.0292992536
2020-10-15;11;3657279.502210814;4095285.250306837;2982624.370802517
2020-10-15;12;3691763.171944928;4187786.4712416274;2794505.4153467403
2020-10-15;13;3605610.790337301;4088426.842400604;2586122.4758419218
2020-10-15;14;3511039.7009274885;3996536.977201802;2483953.148416765
2020-10-15;15;3572667.279467498;4095185.9521135553;2528247.446174992
2020-10-15;16;3631267.59771046;4168101.526693876;2708106.24279175
2020-10-15;17;3785730.1370384246;4319757.067850121;3006041.238623752
2020-10-15;18;3991466.7597477455;4499642.4219672615;3391558.6281611742
2020-10-15;19;4293716.458554143;4793510.433693861;3777176.602217437
2020-10-15;20;4438822.515323947;4952886.687846063;4007693.320855352
2020-10-15;21;4579354.564271155;5093206.876652662;3928527.066734161
2020-10-15;22;4281153.176550815;4672886.682385998;3493718.729388363
2020-10-15;23;3839305.770989626;4190320.5092849433;2817910.207623916
2020-10-15;24;3354405.798684106;3685498.016529088;2113870.560419428
2020-10-16;1;2915530.773021648;3199897.2367724148;1558811.86871738
2020-10-16;2;2639870.0660963045;2883829.9638486896;1201090.9220648247
2020-10-16;3;2497894.5022933376;2722575.3447537413;983948.0778677404
2020-10-16;4;2430907.5191200944;2654142.6196955186;854264.0084862122
2020-10-16;5;2411787.662147054;2645573.9172255;845204.3675392075
2020-10-16;6;2472267.670704694;2715552.2280842336;1049075.0525437882
2020-10-16;7;2638238.2683043294;2939143.7540305527;1505331.0603932403
2020-10-16;8;2978808.4911906994;3305240.776291524;2114126.5435726456
2020-10-16;9;3517005.5303481407;3901106.250724443;2665674.9543116363
2020-10-16;10;3723953.900742274;4128491.359319143;2969289.9430294987
2020-10-16;11;3757814.131931826;4212379.025972489;2974866.608138933
2020-10-16;12;3803072.7003338696;4303321.888218897;2788702.129507245
2020-10-16;13;3720785.4713024586;4202711.75127534;2582274.9811882107
2020-10-16;14;3625930.289129181;4109535.9281826783;2482060.9379086364
2020-10-16;15;3688343.203401479;4206423.474859303;2528308.2112692613
2020-10-16;16;3743241.43260397;4276580.563767497;2710115.895892861
2020-10-16;17;3891978.245721541;4423899.481121358;3009993.937896393
2020-10-16;18;4087577.896271251;4597257.659721966;3397446.804670396
2020-10-16;19;4375014.773270545;4881797.1965796165;3784990.989476308
2020-10-16;20;4495327.590176389;5028470.818234156;4017422.986454552
2020-10-16;21;4605010.452722232;5152216.7955093365;3940159.446140424
2020-10-16;22;4271398.61480747;4711065.606483063;3507239.661840892
2020-10-16;23;3798151.0372140887;4203172.510086921;2833303.973924278
2020-10-16;24;3288964.925335692;3668462.849603413;2131119.922666916
2020-10-17;1;2832649.7219256274;3148546.8986877007;1577898.1119460084
2020-10-17;2;2541523.9043989903;2794078.239641772;1221993.8973813043
2020-10-17;3;2383552.434834305;2590890.2997940965;1006646.2472731392
2020-10-17;4;2300146.442598732;2477751.1549190464;878734.4913989236
2020-10-17;5;2264377.182916964;2422647.213766223;871422.9885116504
2020-10-17;6;2305120.368830651;2445361.197249051;1077016.3904320854
2020-10-17;7;2445309.751006545;2622174.492687003;1534968.498764964
2020-10-17;8;2747708.883317436;2943261.486278817;2145432.3221891923
2020-10-17;9;3232458.2665955205;3497179.062976104;2698620.221670762
2020-10-17;10;3414591.4332239386;3686924.928724217;3003844.809864921
2020-10-17;11;3441820.5526772654;3738620.5251888046;3011000.2016868503
2020-10-17;12;3483634.964393624;3803789.999844292;2826382.6485138107
2020-10-17;13;3412473.2809772533;3684575.2946481262;2621469.7515423773
2020-10-17;14;3332963.7892443934;3580445.707687064;2522736.468770619
2020-10-17;15;3400889.5968552367;3674207.647931015;2570430.2516049864
2020-10-17;16;3464606.8213784928;3748916.152474915;2753649.491305901
2020-10-17;17;3617662.7140766415;3907974.459172583;3054903.487673324
2020-10-17;18;3816694.710395714;4099439.2263313616;3443696.118901041
2020-10-17;19;4103736.69993064;4407322.316699479;3832543.346165892
2020-10-17;20;4235047.680965165;4581174.814625582;4066241.188519565
2020-10-17;21;4355630.113187805;4734314.707377831;3990205.878222391
2020-10-17;22;4053743.9762211097;4322999.205047429;3558476.346753856
2020-10-17;23;3614048.930941951;3843533.344226316;2885692.6287739854
2020-10-17;24;3134930.508567712;3333998.581058014;2184622.014418673
2020-10-18;1;2701954.31723439;2834254.604515523;1632474.9122865214
2020-10-18;2;2423495.813517642;2493384.464608357;1277606.5371090572
2020-10-18;3;2269755.5608996847;2295913.6076199594;1063255.7698405618
2020-10-18;4;2185128.246444573;2179638.9410915743;936301.905412897
2020-10-18;5;2144054.8046826995;2111974.793245703;929909.3195204964
2020-10-18;6;2173714.1582835154;2112577.851200432;1136382.7315853285
2020-10-18;7;2295070.1864414844;2258078.417802726;1595176.0602389453
2020-10-18;8;2565718.4515334703;2539483.5835130825;2206442.479717022
2020-10-18;9;3002442.8478694865;3046654.344085796;2760394.5635608262
2020-10-18;10;3155190.99359564;3184330.08661457;3066345.182689132
2020-10-18;11;3165060.226100508;3180756.9441513764;3074188.754775474
2020-10-18;12;3190195.213893596;3189893.166985748;2890221.876804603
2020-10-18;13;3114934.226017967;3016534.162410084;2685922.5370299555
2020-10-18;14;3036149.6323488248;2862918.9548059767;2587766.1202678187
2020-10-18;15;3096131.944377507;2914627.8587232823;2636000.542988077
2020-10-18;16;3157373.0642826785;2957377.514485411;2819724.6980209392
2020-10-18;17;3306186.762974039;3097004.472984568;3121448.4215469407
2020-10-18;18;3504674.011493772;3283659.9166767807;3510676.1611883203
2020-10-18;19;3793695.7529941015;3603011.31037684;3899924.4788072295
2020-10-18;20;3949389.6982893576;3805741.189060997;4133990.0235700426
2020-10-18;21;4105404.00393044;4005708.506449488;4058289.6854351726
2020-10-18;22;3868942.987329155;3659076.779759465;3626863.079247884
2020-10-18;23;3498547.112478319;3261403.048712057;2954350.946852614
2020-10-18;24;3082559.517467625;2849372.7204890414;2253521.307448251
2020-10-19;1;2701894.011049358;2460833.815441436;1701585.3186331815
2020-10-19;2;2466738.128698264;2242299.8819849943;1346898.962157471
2020-10-19;3;2352807.850706472;2175250.2572823423;1132701.902072561
2020-10-19;4;2307220.376054672;2194060.861249621;1005874.230559309
2020-10-19;5;2305510.082780589;2262468.5491535133;999581.1327468012
2020-10-19;6;2379038.3328921804;2396326.5199440527;1206128.1477471988
2020-10-19;7;2554169.03935548;2668472.9759418857;1664970.0223696856
2020-10-19;8;2899679.2176825325;3066273.145833202;2276260.765324682
2020-10-19;9;3440279.996729796;3676231.110085792;2830213.7893072544
2020-10-19;10;3658373.991280548;3900139.391709587;3136142.80717335
2020-10-19;11;3705507.177493438;3963817.7193822474;3143943.0793792014
2020-10-19;12;3762387.057740463;4019409.60360892;2959912.044846201
2020-10-19;13;3691438.899281459;3870575.65040059;2755528.531088206
2020-10-19;14;3606286.603218364;3719142.577626042;2657268.757889074
2020-10-19;15;3676492.599339783;3751016.000352793;2705381.470610453
2020-10-19;16;3738772.192490433;3752962.5420740736;2888966.383298222
2020-10-19;17;3894776.460415339;3832553.02345556;3190534.144113097
2020-10-19;18;4098212.916528061;3942291.011569375;3579590.0018896637
2020-10-19;19;4394808.393309667;4170725.2743330207;3968651.307347795
2020-10-19;20;4524759.825451416;4271840.032124817;4202515.484925552
2020-10-19;21;4645171.764429731;4363092.887141783;4126600.184701773
2020-10-19;22;4318743.576195236;3904409.700374677;3694945.765323396
2020-10-19;23;3850039.16863121;3395135.8282245;3022193.6948685176
2020-10-19;24;3343117.7108507534;2875634.311590304;2321112.6998229763
2020-10-20;1;2887869.707117265;2387189.9447117457;1768914.62543498
2020-10-20;2;2599307.882463226;2079393.5671336376;1413956.1200236192
2020-10-20;3;2445922.948917238;1936339.7809756852;1199477.492364899
2020-10-20;4;2368587.1889791624;1894475.0718604203;1072359.4565804214
2020-10-20;5;2340144.347278796;1919002.2637783373;1065767.796168845
2020-10-20;6;2390963.177388632;2026600.7139635691;1272008.6242790972
2020-10-20;7;2545685.425929528;2290285.2911542184;1730537.2367314496
2020-10-20;8;2870917.473235589;2696964.018218858;2341508.165695572
2020-10-20;9;3389476.8906994765;3332089.5386831407;2895135.321227053
2020-10-20;10;3592895.6226365296;3595870.117647029;3200732.887029052
2020-10-20;11;3633671.8927340414;3712088.476117144;3208196.5675038
2020-10-20;12;3689610.9429796073;3830493.28874154;3023824.2184032165
2020-10-20;13;3625302.6534126913;3752097.937033797;2819095.056722406
2020-10-20;14;3551173.1042455263;3675940.829513792;2720485.6642781105
2020-10-20;15;3633677.4924114095;3785110.590389798;2768245.1209416115
2020-10-20;16;3711746.634007787;3863637.00862935;2951473.4478818686
2020-10-20;17;3885941.7366246935;4016535.13489505;3252681.5730099166
2020-10-20;18;4110468.0504993466;4194022.928953788;3641374.997759645
2020-10-20;19;4431302.528169831;4482707.762301172;4030071.298671012
2020-10-20;20;4585559.705670641;4635033.192038677;4263568.099372784
2020-10-20;21;4729581.974436349;4767354.260468149;4187283.2231190098
2020-10-20;22;4415109.355747758;4338949.858860275;3755257.17606702
2020-10-20;23;3948986.238176677;3848971.733505502;3082131.5487081488
2020-10-20;24;3437419.1819150145;3338021.7521600383;2380675.16567719
2020-10-21;1;2973791.760768217;2848018.166053489;1828099.9463805412
2020-10-21;2;2678059.529153859;2529527.6909937146;1472762.5904641252
2020-10-21;3;2518926.6727532176;2367899.6242484357;1257903.435800625
2020-10-21;4;2435977.48819092;2301042.366032778;1130403.204347842
2020-10-21;5;2401454.1110407794;2295751.871654447;1123427.666977883
2020-10-21;6;2446460.8128858944;2370355.066895052;1329282.9048820192
2020-10-21;7;2595676.169937517;2599494.757230842;1787424.1635133775
2020-10-21;8;2915834.440758822;2971619.102382269;2398005.9073708057
2020-10-21;9;3428168.7235738435;3573573.571829344;2951241.96279788
2020-10-21;10;3618512.26105414;3806763.301613168;3256446.414601485
2020-10-21;11;3644456.455290637;3895935.733588463;3263514.8546466385
2020-10-21;12;3686281.342139344;3991549.273622704;3078745.013534622
2020-10-21;13;3609603.408537334;3895062.77852954;2873615.971836787
2020-10-21;14;3525650.0902893995;3805699.733187428;2774604.164960706
2020-10-21;15;3599631.914389212;3906489.355095952;2821958.517745002
2020-10-21;16;3671650.2482384695;3981183.9211809314;3004778.8889923417
2020-10-21;17;3841477.993553376;4134337.679776967;3305576.0383178755
2020-10-21;18;4064121.939669492;4315565.420839603;3693855.294294064
2020-10-21;19;4385575.477652828;4610773.507630092;4082134.057459682
2020-10-21;20;4546024.286883527;4771652.248960914;4315209.773643378
2020-10-21;21;4699981.095248159;4913795.426865351;4238500.087935626
2020-10-21;22;4400403.316980827;4495753.298263482;3806045.3293976234
2020-10-21;23;3949141.036722154;4016016.754490371;3132486.91383857
2020-10-21;24;3450177.817147181;3514622.7726781853;2430593.4950364875
2020-10-22;1;2996198.691123087;3033040.879448447;1877576.8267609128
2020-10-22;2;2708456.731242687;2721516.936921487;1521793.449592848
2020-10-22;3;2556712.1234787186;2565210.458815275;1306483.55027445
2020-10-22;4;2480638.1758438847;2501966.296993549;1178527.7088335827
2020-10-22;5;2452392.6020733896;2498631.126842448;1171091.56484888
2020-10-22;6;2503988.22446004;2573679.0255546;1376481.0799723673
